,gene_symbol,log2fold.CC_vs_HC,p.CC_vs_HC,p.adj.CC_vs_HC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,mean
ENSG00000185215,TNFAIP2,0.048310432,0.76329767,0.864934035,15.55,7.51,11.21,7.38,10.63,16.57,3.85,9.57,9.96,9.02,10.53,14.26,6.71,9.13,10.45,4.4,13.55,6.13,4,8.82,18.5,15.15,16.05,16.49,3.83,12.86,9.43,4.49,11.32928571
ENSG00000185222,TCEAL9,0.484692656,0.104737413,0.242081309,39.58,301.11,88.73,168.17,29.76,53.03,207.14,65.04,188.05,54.12,162.6,85.56,290.73,141.56,145.16,151.73,170.74,84.42,187.88,263.65,255.51,177.73,224.73,161.76,91.99,246.37,152.71,209.19,148.7609524
ENSG00000185236,RAB11B,0.274903267,0.048125844,0.143721073,0,0,0.93,0,1.06,0.83,0.77,0,3.32,3.28,0,1.58,2.24,1.14,2.32,0,0,1.36,0.8,0.8,0,1.01,1,1.57,0.77,0.68,0.94,0.9,1.222142857
ENSG00000185245,GP1BA,0.282403247,0.207262739,0.379572789,53.72,66.73,47.63,28.03,43.58,52.2,23.1,26.78,45.35,39.36,45.62,61.8,95.05,70.78,70.84,60.47,69.11,52.42,34.38,62.51,65.9,73.72,93.3,46.33,36.03,43.32,18.85,23.34,59.23952381
ENSG00000167207,NOD2,0.21176755,0.35352899,0.539950213,0,0,0,3.69,1.06,4.97,6.93,2.87,1.11,0,15.21,0,0,1.14,1.16,1.1,0,0,0,7.21,8.09,1.01,6.02,3.14,4.6,0,0,6.28,2.669047619
ENSG00000185261,KIAA0825,0.303074308,0.194944431,0.364999611,26.86,21.69,21.48,27.29,59.52,17.4,23.1,43.04,12.17,42.64,16.38,20.6,30.19,20.55,13.94,17.59,24.39,21.79,14.39,17.63,25.44,31.3,8.03,20.42,31.43,33.17,10.37,26.04,30.43261905
ENSG00000185262,UBALD2,0.67160132,0.000495151,0.007229381,0,0.83,12.14,0.74,6.38,4.97,4.62,1.91,3.32,6.56,2.34,1.58,5.59,5.71,3.48,5.5,1.36,4.77,3.2,4.01,0,7.07,10.03,7.07,3.83,4.74,7.54,2.69,5.064047619
ENSG00000250659,AP001363.1,0.204959321,0.42274796,0.605001967,11996.48,9966.82,13081.73,13353.17,15589.97,13278.61,14903.13,18634.87,7876.14,9380.15,11104.56,15388.56,10926.92,9584.98,11099.47,9432.4,11224.22,10032.65,11393.4,8796.63,11207.91,6415.37,6327.64,10534.54,11714.33,10071.48,9797.15,14864.96,11060.55405
ENSG00000167208,SNX20,0.197888543,0.100285568,0.235511757,5.65,5.84,7.47,2.21,7.44,13.26,4.62,11.48,7.74,3.28,7.02,1.58,8.95,3.42,3.48,4.4,1.36,9.53,3.2,13.62,0,4.04,11.04,7.85,6.13,4.74,5.66,5.39,6.694761905
ENSG00000185298,CCDC137,0.153884401,0.069196301,0.183629337,21.21,132.62,34.56,89.98,18.07,11.6,66.99,26.78,48.67,5.74,50.3,31.69,54.79,45.66,72,63.77,36.59,55.83,56.76,59.3,53.18,63.62,88.29,37.69,43.69,57.53,112.18,54.77,49.79238095
ENSG00000185304,RGPD2,0.38112312,0.481716981,0.65689866,4.24,10.84,5.6,5.9,8.5,3.31,3.08,5.74,13.27,11.48,9.36,6.34,6.71,10.27,8.13,13.19,4.07,8.85,10.39,16.03,6.94,8.08,20.07,11.78,12.26,12.18,4.71,6.28,8.662142857
ENSG00000185305,ARL15,0.064432159,0.498916236,0.670742039,8.48,35.87,9.34,14.75,9.57,9.11,14.63,20.09,28.76,15.58,12.87,9.51,27.95,23.97,17.42,29.69,17.62,12.25,22.39,13.62,21.97,18.18,19.06,27.48,23.76,26.4,29.22,14.36,17.74785714
ENSG00000185338,SOCS1,0.365903715,0.140614603,0.29587842,1.41,1.67,0,1.48,1.06,0,0.77,0,0,5.74,0,1.58,0,0,1.16,0,2.71,0,0.8,3.21,0,0,2.01,2.36,0.77,0,0,0.9,1.211428571
ENSG00000185339,TCN2,1.57271357,5.74E-07,0.000134979,0,2.5,0,1.48,0,0.83,2.31,0,0,1.64,3.51,1.58,1.12,2.28,0,0,0,0,1.6,0.8,4.62,0,0,0,0,2.71,0.94,0.9,1.050714286
ENSG00000185340,GAS2L1,0.755129374,0.003121779,0.023153442,1.41,2.5,1.87,0.74,1.06,0.83,0.77,0,3.32,1.64,2.34,0,0,5.71,2.32,1.1,2.71,0.68,1.6,1.6,1.16,0,6.02,2.36,0.77,2.71,0,1.8,1.642380952
ENSG00000165879,FRAT1,0.616890963,0.002253509,0.018811938,4.24,0.83,1.87,0,2.13,0.83,0.77,0.96,1.11,4.92,3.51,6.34,0,0,1.16,1.1,0,0,0.8,0,1.16,0,0,0.79,1.53,3.38,0,1.8,1.42952381
ENSG00000167210,LOXHD1,0.478768143,0.159452098,0.321104202,2.83,3.34,1.87,1.48,1.06,0.83,1.54,1.91,2.21,2.46,3.51,0,4.47,4.57,2.32,0,1.36,2.72,1.6,1.6,0,3.03,1,0,1.53,3.38,6.6,2.69,2.025952381
ENSG00000185347,TEDC1,0.075709138,0.596401768,0.747111601,21.21,16.68,24.28,18.44,25.51,29.83,26.95,41.13,8.85,19.68,12.87,28.52,17.89,18.27,25.55,15.39,10.84,17.7,11.19,15.23,18.5,8.08,2.01,5.5,10.73,13.54,10.37,15.26,17.30166667
ENSG00000185359,HGS,0.357475322,0.014912162,0.065001228,0,0.83,1.87,2.21,1.06,2.49,3.08,0,1.11,1.64,1.17,0,1.12,1.14,0,0,0,0.68,0.8,0.8,5.78,0,0,1.57,0.77,2.71,0.94,2.69,1.229047619
ENSG00000185386,MAPK11,0.363851693,0.115295529,0.258893405,193.67,76.74,123.29,120.23,128.61,97.78,112.42,165.48,70.8,104.14,90.07,158.45,98.4,85.62,106.84,91.26,102.99,63.32,86.34,60.9,115.62,78.77,86.28,80.88,86.62,79.87,121.6,93.37,117.8938095
ENSG00000185414,MRPL30,0.033712232,0.720759003,0.836742074,8.48,8.34,0.93,0.74,7.44,0.83,3.08,3.83,6.64,6.56,5.85,1.58,6.71,3.42,4.65,8.8,4.07,4.77,4.8,3.21,3.47,7.07,4.01,3.14,2.3,3.38,1.89,3.59,4.882380952
ENSG00000250677,AC114781.3,0.166751301,0.710140649,0.828867827,1890.09,1507.24,1769.95,2020.23,1904.77,3192.67,1874.25,1997.21,1722.35,2077.1,1801.44,2500.32,1752.2,1671.32,1597.91,1504.08,1466.21,1757.21,1489.43,1588.31,1455.62,1502.61,1948.36,1592.43,1498.59,1546.59,1655.32,1511.9,1826.477381
ENSG00000185432,METTL7A,0.248243437,0.050175625,0.147510308,1.41,0.83,0,0,2.13,0,0.77,0.96,0,0.82,0,0,0,1.14,1.16,1.1,1.36,2.04,1.6,0,0,0,1,0.79,0,1.35,2.83,0.9,0.943095238
ENSG00000185437,SH3BGR,0.238342671,0.313523277,0.498932639,7.07,2.5,1.87,2.21,4.25,4.97,2.31,2.87,5.53,3.28,7.02,3.17,2.24,0,2.32,2.2,6.78,2.04,2.4,3.21,3.47,6.06,4.01,10.21,4.6,5.41,2.83,2.69,4.222380952
ENSG00000185442,FAM174B,0.533566661,0.005330642,0.032776096,0,0,2.8,0,1.06,1.66,1.54,2.87,0,0.82,0,4.75,0,0,0,0,1.36,0,0,0,0,0,1,0.79,0.77,0,0,0.9,1.049285714
ENSG00000185453,ZSWIM9,0.244982428,0.118601205,0.26368827,1.41,0,5.6,4.43,4.25,0.83,3.85,7.65,5.53,3.28,3.51,3.17,3.35,3.42,5.81,2.2,4.07,6.81,7.2,3.21,4.62,4.04,3.01,4.71,5.37,6.77,1.89,8.98,4.263095238
ENSG00000185475,TMEM179B,0.298414236,0.002408881,0.019621937,2.83,2.5,2.8,0.74,3.19,2.49,0.77,1.91,11.06,3.28,0,1.58,3.35,0,5.81,10.99,0,2.72,3.2,9.62,3.47,7.07,1,0.79,0,0.68,2.83,6.28,3.252142857
ENSG00000250687,NAIPP1,1.442973178,0.000244828,0.004759763,524.47,485.45,556.67,630.63,593.11,776.42,640.66,690.61,413.72,660.93,437.49,614.78,366.77,368.74,448.25,381.52,441.76,431.64,402.94,435.14,314.48,345.36,330.08,432.66,453.79,484.62,511.87,517.14,509.2547619
ENSG00000185482,STAC3,0.910501614,1.52E-06,0.000246556,8.48,5,0.93,3.69,10.63,6.63,2.31,6.7,2.21,4.92,1.17,4.75,4.47,2.28,2.32,1.1,6.78,4.08,3.2,0.8,4.62,5.05,2.01,5.5,3.07,2.03,0.94,2.69,4.015952381
ENSG00000079156,OSBPL6,1.20922714,0.004459154,0.02913648,15.55,33.36,17.75,36.14,8.5,18.23,37.73,20.09,23.23,22.96,24.57,14.26,25.72,19.41,42.97,28.59,18.97,25.87,16.79,24.84,26.59,33.32,36.12,14.92,27.6,44,27.34,32.32,25.51714286
ENSG00000185499,MUC1,0.532223855,0.041159365,0.129446453,19.79,23.36,23.35,16.23,5.31,20.72,26.18,18.17,19.91,31.16,28.07,9.51,35.78,27.4,8.13,29.69,33.88,27.23,13.59,28.05,11.56,21.21,31.1,30.62,23,20.98,26.39,21.55,20.90833333
ENSG00000185504,FAAP100,0.076793466,0.579319391,0.734900246,9.9,1.67,2.8,4.43,3.19,0.83,1.54,3.83,5.53,1.64,0,4.75,1.12,1.14,5.81,0,2.71,2.72,2.4,2.4,2.31,0,1,3.14,5.37,4.74,0,8.98,2.846666667
ENSG00000185507,IRF7,0.707134765,0.01489459,0.064961561,4.24,2.5,3.74,0,4.25,0.83,0,0,0,2.46,1.17,0,1.12,1.14,1.16,0,1.36,0,0,1.6,0,0,0,0,0.77,2.03,2.83,0.9,2.109285714
ENSG00000185527,PDE6G,0.189703657,0.35276307,0.539351628,29.69,16.68,20.55,28.03,31.89,18.23,30.8,13.39,63.05,17.22,16.38,20.6,32.43,6.85,13.94,6.6,18.97,16.34,15.19,32.86,35.84,13.13,15.05,25.13,30.66,14.21,32.99,33.22,23.57880952
ENSG00000185532,PRKG1,0.492456506,0.193650506,0.363772648,1.41,0,1.87,2.21,2.13,1.66,0,1.91,2.21,0,3.51,0,1.12,1.14,1.16,1.1,1.36,0,0.8,2.4,0,1.01,1,2.36,0,0.68,1.89,0,1.008809524
ENSG00000079215,SLC1A3,1.686063006,0.000624683,0.008308198,24.03,35.87,39.23,39.83,17.01,30.66,42.35,29.65,15.49,24.6,31.58,34.86,25.72,22.83,30.19,30.79,18.97,29.96,27.98,32.05,46.25,29.28,43.14,35.33,19.93,21.66,26.39,15.26,31.89071429
ENSG00000185561,TLCD2,0.125154233,0.646621592,0.784840339,1.41,0.83,1.87,2.95,0,0,1.54,2.87,0,0,0,3.17,0,0,1.16,0,1.36,0.68,1.6,0,2.31,0,0,0.79,2.3,2.03,0.94,0,1.039285714
ENSG00000237772,LINC02631,0.294403923,0.268081727,0.450562908,145.61,266.08,188.67,154.89,163.69,111.86,182.5,150.17,290.93,173.02,240.97,117.25,220.28,260.29,274.06,303.46,319.8,281.18,301.4,278.08,300.6,381.71,381.24,288.96,275.19,298.49,339.36,245.1,231.362619
ENSG00000171314,PGAM1,0.507964222,0.000547479,0.007659506,35.34,17.52,45.77,59.74,97.79,68.78,43.12,102.35,32.08,76.26,26.9,55.46,33.55,15.98,18.58,28.59,17.62,22.47,21.59,32.05,25.44,32.31,17.06,44.76,16.1,20.98,45.25,26.04,50.26047619
ENSG00000185567,AHNAK2,-1.03458971,0.00722856,0.040132341,9.9,0,10.27,3.69,6.38,2.49,3.08,4.78,2.21,0.82,3.51,4.75,3.35,3.42,4.65,3.3,4.07,5.45,3.2,4.01,2.31,4.04,7.02,5.5,1.53,4.74,8.48,4.49,10.20857143
ENSG00000185591,SP1,0.224130706,0.105470895,0.243403248,0,0.83,1.87,2.95,0,1.66,2.31,2.87,0,0,0,4.75,0,0,2.32,3.3,2.71,0.68,0.8,2.4,0,0,0,1.57,1.53,3.38,0,1.8,1.280238095
ENSG00000185596,WASH3P,0.20287764,0.178721282,0.345401799,15.55,22.52,24.28,14.01,27.64,4.14,20.79,18.17,11.06,19.68,18.72,15.84,20.13,12.56,20.9,17.59,28.46,15.66,21.59,16.83,25.44,14.14,6.02,17.27,18.4,19.63,17.91,18.85,18.48785714
ENSG00000185608,MRPL40,0.093085403,0.639926019,0.779649471,1.41,0,1.87,2.95,1.06,4.97,3.08,1.91,3.32,0.82,1.17,4.75,4.47,2.28,2.32,1.1,0,4.77,4,4.01,5.78,2.02,3.01,3.14,0.77,1.35,1.89,0.9,3.4
ENSG00000185614,INKA1,0.031107919,0.879261652,0.936892628,5.65,1.67,10.27,11.8,4.25,12.43,6.16,11.48,9.96,12.3,2.34,11.09,4.47,2.28,5.81,4.4,5.42,6.13,4,8.01,5.78,2.02,3.01,7.07,8.43,2.71,6.6,0.9,6.56
ENSG00000250696,AC111000.4,-1.779291763,0.000964119,0.011005564,503.27,842.45,759.35,958.86,621.81,837.73,1064.95,824.52,660.4,669.13,822.34,804.92,669.79,811.69,716.51,860.89,819.83,926.6,855.44,847.85,684.45,736.16,791.58,958.76,880.76,924.57,966.23,929.23,738.3559524
ENSG00000079246,XRCC5,0.163261174,0.181942901,0.349442358,87.65,183.5,137.3,129.81,106.29,120.98,191.74,141.56,186.95,127.1,115.81,118.84,183.38,159.83,169.55,140.73,161.26,115.06,141.51,159.47,161.86,156.52,188.62,111.5,129.55,188.84,170.62,192.13,152.5771429
ENSG00000185624,P4HB,0.358460365,0.002293535,0.019002522,81.99,110.1,169.06,112.85,87.16,91.98,125.51,92.78,98.45,95.12,178.97,95.07,118.53,116.44,124.26,131.94,128.73,132.08,134.31,133.83,127.18,148.44,181.59,111.5,134.91,161.77,150.83,130.18,122.1202381
ENSG00000185627,PSMD13,0.327385133,0.004218043,0.028064256,2.83,1.67,5.6,0,1.06,4.97,0.77,0.96,1.11,0.82,2.34,4.75,2.24,1.14,0,1.1,0,1.36,3.2,8.01,4.62,2.02,1,3.14,0.77,2.03,0,2.69,2.092857143
ENSG00000185630,PBX1,0.552411587,0.07429941,0.192547897,35.34,40.87,37.36,33.19,45.71,41.43,27.72,42.09,16.59,43.46,24.57,26.94,34.66,29.68,31.35,29.69,25.75,25.19,23.18,16.83,32.37,13.13,20.07,32.98,22.23,18.27,30.17,43.99,33.06357143
ENSG00000185640,KRT79,0.039495131,0.945142418,0.973407948,9.9,6.67,8.41,4.43,6.38,7.46,8.47,9.57,11.06,16.4,14.04,1.58,3.35,9.13,1.16,6.6,13.55,7.49,13.59,8.82,4.62,9.09,9.03,6.28,6.9,7.45,11.31,1.8,7.38452381
ENSG00000185641,AC034236.1,0.028313214,0.925900298,0.963472703,1.41,3.34,1.87,5.9,3.19,2.49,2.31,5.74,5.53,4.1,0,4.75,5.59,1.14,5.81,4.4,5.42,2.04,5.6,7.21,0,4.04,4.01,6.28,3.07,2.71,5.66,4.49,3.545
ENSG00000185650,ZFP36L1,0.245277037,0.143799973,0.299996941,11.31,13.35,19.61,9.59,23.38,16.57,15.4,21.04,14.38,19.68,22.23,34.86,17.89,12.56,19.74,12.09,25.75,17.02,19.99,9.62,16.19,12.12,6.02,16.49,14.56,18.95,14.14,13.47,19.88
ENSG00000079257,LXN,0.267680883,0.186841434,0.355765888,5.65,10.01,9.34,2.95,8.5,0,6.93,10.52,17.7,15.58,8.19,0,2.24,19.41,8.13,10.99,8.13,13.62,13.59,7.21,11.56,22.22,21.07,7.07,8.43,20.98,12.25,9.88,9.415714286
ENSG00000185651,UBE2L3,0.385769498,0.000110978,0.002977428,2.83,3.34,5.6,5.16,2.13,3.31,10.01,10.52,9.96,5.74,4.68,6.34,5.59,3.42,5.81,7.7,0,4.08,6.4,5.61,11.56,6.06,1,5.5,2.3,8.12,3.77,9.88,5.496190476
ENSG00000100379,KCTD17,0.210415694,0.097338731,0.231282884,7279.03,7992.47,9114.99,8072.09,8613.97,6312.41,7369.94,8817.18,6863.97,6287.87,8118.16,7897.1,8222.03,5798.25,8773.43,8414.29,6608.78,8081.41,8549.65,6057.55,8059.66,7861.43,8224.83,8647.65,8464.18,8895.79,10401.4,9610.1,7642.979048
ENSG00000185669,SNAI3,0.509080069,0.002543625,0.02032117,1.41,0.83,0.93,2.95,2.13,2.49,2.31,0.96,2.21,0.82,2.34,0,2.24,2.28,0,0,1.36,3.4,0,3.21,0,3.03,2.01,4.71,0.77,3.38,1.89,0.9,2.005238095
ENSG00000167261,DPEP2,0.197258159,0.270389333,0.453194082,2.83,0.83,2.8,2.95,2.13,0.83,2.31,3.83,2.21,3.28,0,3.17,1.12,1.14,1.16,1.1,2.71,0.68,1.6,2.4,4.62,2.02,1,2.36,1.53,1.35,3.77,3.59,2.026666667
ENSG00000079263,SP140,0.052982226,0.805941539,0.891873792,0,1.67,2.8,1.48,1.06,1.66,0,2.87,1.11,0,1.17,6.34,0,1.14,0,0,0,6.13,1.6,0.8,0,3.03,1,0,0.77,0,0.94,1.8,1.265952381
ENSG00000185697,MYBL1,-1.147350291,9.59E-05,0.00275633,2.83,1.67,0.93,0,1.06,3.31,1.54,3.83,0,3.28,1.17,3.17,0,1.14,1.16,1.1,0,0.68,2.4,3.21,0,2.02,1,1.57,0.77,0.68,0,0,1.407857143
ENSG00000185710,SMG1P4,0.163497414,0.851599403,0.919768573,5.65,5.84,8.41,11.06,10.63,17.4,9.24,4.78,4.42,4.1,4.68,17.43,5.59,4.57,3.48,2.2,2.71,4.08,2.4,6.41,2.31,3.03,1,7.07,3.07,8.8,3.77,5.39,6.675238095
ENSG00000250711,PRELID3BP7,1.358058844,0.021589478,0.083641167,1091.36,1105.2,1344.04,1452.3,1382.87,1913.28,1272.09,1259.73,1146.02,1160.32,1128.82,1497.34,1092.47,1046.86,1075.34,1053.3,932.3,1059.37,982.56,962.44,775.79,876.52,1273.15,1221.81,1187.38,1116.12,1405.52,1093.53,1196.624286
ENSG00000185721,DRG1,0.26692349,0.010917198,0.052925719,4.24,5,2.8,3.69,8.5,1.66,0.77,2.87,6.64,2.46,1.17,3.17,1.12,3.42,2.32,12.09,2.71,11.57,6.4,5.61,8.09,9.09,6.02,7.07,5.37,3.38,6.6,4.49,4.596428571
ENSG00000071127,WDR1,0.266627075,0.038512047,0.123559215,57.96,127.62,133.56,148.25,54.21,52.2,114.73,83.22,88.5,68.88,86.56,72.89,80.51,98.18,96.39,91.26,79.95,91.23,103.93,116.2,92.49,125.22,98.32,110.72,102.72,107.62,137.63,135.57,95.10142857
ENSG00000079277,MKNK1,0.685405007,0.003350281,0.024289274,0,0,3.74,1.48,1.06,0,0.77,4.78,1.11,1.64,2.34,0,1.12,0,1.16,1.1,0,2.04,1.6,2.4,0,1.01,1,0.79,1.53,2.03,1.89,0.9,1.525238095
ENSG00000185745,IFIT1,0.361940266,0.519434948,0.688004499,1.41,0.83,2.8,0.74,0,3.31,1.54,0,2.21,0.82,0,0,1.12,1.14,1.16,2.2,1.36,0,0,0,0,2.02,2.01,0,2.3,0.68,0,1.8,1.115714286
ENSG00000185753,CXorf38,0.007102153,0.946181974,0.974013156,7.07,19.18,4.67,9.59,5.31,6.63,12.32,9.57,14.38,14.76,5.85,4.75,17.89,4.57,5.81,9.9,6.78,14.98,5.6,9.62,9.25,14.14,13.04,7.07,6.9,7.45,9.43,15.26,9.42452381
ENSG00000185787,MORF4L1,0.174098529,0.123336086,0.270842216,0,0.83,0.93,2.21,2.13,2.49,3.85,0.96,1.11,0.82,2.34,3.17,3.35,0,2.32,0,1.36,2.72,0.8,0.8,1.16,1.01,1,1.57,3.07,2.03,0.94,0.9,1.614285714
ENSG00000167264,DUS2,0.26375803,0.048688924,0.14463951,1.41,5.84,2.8,4.43,2.13,8.29,4.62,0,1.11,3.28,2.34,6.34,3.35,3.42,2.32,1.1,5.42,1.36,10.39,3.21,5.78,3.03,6.02,5.5,3.83,5.41,1.89,2.69,4.012857143
ENSG00000185800,DMWD,0.045802363,0.718939536,0.835558384,0,25.86,10.27,8.85,18.07,0,0,0,5.53,0,23.4,20.6,0,0,0,0,14.91,0,0,16.03,4.62,14.14,25.08,0,0,12.18,7.54,4.49,7.076904762
ENSG00000185803,SLC52A2,0.040445594,0.707601775,0.827061919,4.24,25.86,14.01,22.13,17.01,18.23,30.8,10.52,26.55,29.52,25.73,15.84,29.07,30.82,23.23,30.79,33.88,55.83,28.78,41.67,17.34,59.58,71.23,26.7,28.36,24.37,20.74,20.65,27.26
ENSG00000079308,TNS1,0.584507374,0.157169271,0.318219095,8.48,18.35,20.55,12.54,18.07,11.6,16.17,13.39,9.96,18.04,5.85,4.75,14.54,13.7,12.77,7.7,9.49,8.17,17.59,13.62,16.19,15.15,10.03,18.06,20.7,17.6,13.2,17.06,14.79595238
ENSG00000185825,BCAP31,0.462870018,0.001144931,0.012233153,0,0.83,1.87,0,2.13,0.83,2.31,0.96,0,1.64,1.17,0,1.12,0,3.48,0,0,1.36,0.8,0,1.16,0,0,0.79,1.53,1.35,0.94,1.8,1.16047619
ENSG00000185829,ARL17A,0.00966603,0.966943399,0.983298518,0,0.83,6.54,5.9,2.13,8.29,3.08,8.61,4.42,2.46,8.19,11.09,1.12,1.14,4.65,4.4,0,2.04,0,2.4,0,1.01,1,3.14,5.37,0.68,1.89,2.69,4.138571429
ENSG00000185834,RPL12P4,0.086279593,0.745599453,0.853674404,12.72,4.17,34.56,18.44,19.13,18.23,17.71,28.7,8.85,13.12,8.19,19.01,7.83,12.56,10.45,12.09,8.13,6.13,10.39,10.42,11.56,5.05,8.03,14.13,9.2,18.95,8.48,17.96,13.45047619
ENSG00000165886,UBTD1,1.0809549,1.61E-06,0.000253972,24.03,67.56,6.54,25.82,192.39,83.69,50.05,74.61,45.35,9.02,17.55,30.11,34.66,38.81,13.94,53.87,17.62,16.34,15.19,69.72,17.34,27.27,5.02,15.7,49.83,12.86,11.31,16.16,44.03571429
ENSG00000185837,HDHD5-AS1,0.184337265,0.639608684,0.779534652,957.06,1236.99,742.54,670.46,858.85,597.43,585.22,493.56,1039.83,897.92,1034.07,613.2,1093.59,1253.49,1233.27,1169.84,1145.05,914.35,1103.28,1077.84,1105.3,1537.95,1529.99,824.48,876.16,1091.08,879.51,885.24,1048.342619
ENSG00000185838,GNB1L,0.071823374,0.615628499,0.762205101,0,6.67,2.8,2.21,3.19,1.66,2.31,1.91,1.11,0,5.85,0,5.59,1.14,10.45,4.4,1.36,4.08,4,8.01,8.09,6.06,11.04,0.79,1.53,2.03,1.89,4.49,3.757142857
ENSG00000185842,DNAH14,0.229010242,0.334299936,0.520836741,275.67,594.72,346.52,475.74,566.54,364.59,362.68,713.56,503.32,277.17,127.5,503.87,204.63,310.52,252,591.52,399.75,222.63,125.52,83.34,208.11,193.88,78.26,73.03,571.08,136.05,142.34,189.44,321.4657143
ENSG00000185862,EVI2B,0.524283344,0.005786279,0.034457831,1.41,3.34,3.74,5.9,3.19,2.49,3.08,2.87,7.74,2.46,5.85,1.58,1.12,1.14,2.32,3.3,0,0.68,5.6,6.41,9.25,3.03,2.01,1.57,6.13,4.74,2.83,4.49,3.407380952
ENSG00000185880,TRIM69,0.380969057,0.033936559,0.113155994,8.48,43.37,19.61,17.7,103.1,13.26,33.11,20.09,17.7,16.4,29.24,1.58,24.6,36.53,12.77,37.38,52.85,23.83,16.79,36.86,47.4,42.41,18.06,33.76,36.79,21.66,34.88,35.91,26.8552381
ENSG00000185883,ATP6V0C,0.362480828,0.020501294,0.080653251,2.83,1.67,0.93,2.95,1.06,2.49,3.08,0,0,1.64,2.34,1.58,1.12,2.28,2.32,0,1.36,0.68,0,0.8,2.31,3.03,1,0.79,1.53,1.35,1.89,0.9,1.391190476
ENSG00000185885,IFITM1,0.76635631,0.039523103,0.125935331,0,0.83,0,1.48,1.06,3.31,0,0,1.11,0,4.68,1.58,3.35,1.14,2.32,1.1,1.36,0.68,0.8,2.4,2.31,0,5.02,0,0.77,2.03,2.83,1.8,1.854047619
ENSG00000185896,LAMP1,0.442780249,0.004368233,0.028731356,7.07,3.34,7.47,2.21,14.88,0.83,3.08,5.74,3.32,6.56,3.51,3.17,24.6,5.71,5.81,3.3,1.36,2.72,7.2,4.81,0,3.03,1,7.07,7.67,5.41,3.77,1.8,7.754761905
ENSG00000185905,C16orf54,0.001009554,0.993848923,0.996941947,4.24,1.67,1.87,5.9,0,4.97,2.31,2.87,2.21,1.64,2.34,3.17,5.59,1.14,3.48,5.5,2.71,2.04,1.6,0.8,3.47,2.02,6.02,1.57,2.3,0.68,2.83,2.69,3.098333333
ENSG00000185909,KLHDC8B,1.03206385,0.000368547,0.006109315,0,4.17,0.93,0.74,0,0.83,0,1.91,2.21,0.82,0,1.58,5.59,2.28,2.32,2.2,4.07,0,4,5.61,1.16,2.02,4.01,0.79,5.37,9.48,8.48,1.8,2.427380952
ENSG00000185920,PTCH1,-1.131750376,1.24E-05,0.000828144,0,0,6.54,0,4.25,2.49,0,0.96,0,0,0,0,1.12,0,1.16,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0.91547619
ENSG00000185924,RTN4RL1,0.273698175,0.273229858,0.45620148,56.55,130.12,95.27,11.8,11.69,24.03,21.56,150.17,84.07,31.98,7.02,93.48,176.67,110.74,17.42,196.81,77.24,102.8,13.59,24.04,13.87,44.43,36.12,8.64,26.83,12.86,102.75,17.96,57.58857143
ENSG00000185950,IRS2,0.425891639,0.182860301,0.350598067,2.83,0.83,2.8,2.95,2.13,2.49,3.85,0.96,1.11,0,0,0,0,3.42,0,3.3,0,1.36,1.6,0,0,3.03,0,0,1.53,0.68,0,0.9,1.288095238
ENSG00000185955,C7orf61,0.97269059,3.28E-05,0.001449481,0,5.84,0,3.69,3.19,2.49,2.31,4.78,2.21,3.28,3.51,3.17,3.35,2.28,8.13,3.3,0,6.81,4.8,4.81,5.78,14.14,7.02,4.71,7.67,5.41,1.89,5.39,4.564047619
ENSG00000185958,FAM186A,0.0047852,0.988547558,0.9942887,1.41,1.67,5.6,2.95,1.06,4.97,6.16,5.74,5.53,0.82,3.51,9.51,5.59,3.42,0,1.1,0,2.04,0.8,3.21,0,0,3.01,0.79,3.83,2.03,2.83,0.9,3.028809524
ENSG00000167283,ATP5MG,0.225863649,0.230061018,0.406133124,667.26,1345.42,1288.93,1785.68,1822.92,627.26,2194.58,1649.99,316.37,919.24,770.87,714.6,941.51,697.53,558.57,592.62,471.57,688.32,893.02,355.81,302.92,608.92,394.29,490.76,600.2,754.68,543.92,492.89,929.3730952
ENSG00000185963,BICD2,0.152034763,0.312704138,0.49806879,4.24,5,0.93,1.48,3.19,3.31,1.54,0,9.96,4.92,5.85,6.34,4.47,9.13,6.97,7.7,5.42,10.21,6.4,8.82,12.72,7.07,10.03,4.71,2.3,6.09,0.94,0.9,8.053095238
ENSG00000185973,TMLHE,0.4114435,0.025923398,0.094369303,226.19,89.25,151.31,154.15,177.51,96.12,277.21,284.09,78.54,112.34,92.41,223.41,150.96,157.54,268.25,89.06,180.23,142.97,188.68,112.99,164.18,135.32,79.26,134.27,154.84,145.52,124.43,197.52,173.7180952
ENSG00000079337,RAPGEF3,0.216995612,0.187191065,0.356164881,2.83,0.83,3.74,4.43,3.19,0,2.31,2.87,3.32,0.82,4.68,4.75,2.24,2.28,1.16,6.6,0,2.72,3.2,4.01,1.16,1.01,2.01,4.71,1.53,3.38,3.77,5.39,2.802142857
