,gene_symbol,log2fold.FLU_vs_CC,p.FLU_vs_CC,p.adj.FLU_vs_CC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000128268,MGAT3,0.345578651,0.151270258,0.438458516,1338.75,911.69,674.35,677.1,1205.36,860.11,512.07,615.04,933.63,967.62,761.52,938.02,1217.71,1006.9,1257.93,945.13,872.85,792.82,1053.96,2655.75,554.09,1238.73,2376.27,897.57,989.92,1277.47,1271.01,579.42,955.8211905
ENSG00000128271,ADORA2A,0.332620832,0.145788027,0.429535112,21814.48,15331,15721.24,17897.41,23226.05,21781.06,17006.85,21903.29,13330.82,16424.9,14961.27,20382.88,16144.38,15589.86,16417.96,10616.15,17499.21,12064.23,27007.31,27548.04,21692.86,23002.08,31981.27,9864.13,12110.4,17139.94,20363.39,7935.02,16396.18
ENSG00000128272,ATF4,0.148909041,0.08494004,0.325625784,142.78,236.89,115.82,75.97,81.85,28.17,76.23,69.83,228.98,197.62,125.16,38.03,168.85,227.18,204.24,237.43,71.16,237.72,30.43,125.96,63.48,127.5,105.46,224.01,199.61,211.89,298.97,53.93,171.0330952
ENSG00000128274,A4GALT,0.513863727,0.513119939,0.781077953,1098.43,1132.73,807.92,865.18,998.09,931.37,700.73,637.04,1238.94,1119.32,1098.41,893.65,1150.61,1366.51,1339.08,1403.59,894.64,1046.97,932.24,1052.48,517.81,1235.62,1292.19,1384.45,1126.79,1327.69,1712.27,1165.11,1092.489048
ENSG00000128283,CDC42EP1,0.11530105,0.714465445,0.888662365,19.79,75.9,49.5,36.88,22.32,19.89,51.59,11.48,73.01,41,35.09,25.35,35.78,71.92,50.05,102.32,18.88,79.66,13.83,25.62,17.23,37.32,16.87,92.2,50.51,61.24,63.95,30.1,56.29357143
ENSG00000128284,APOL3,0.108213833,0.572315867,0.817205393,57.96,77.57,197.08,161.53,110.54,136.72,170.95,136.78,63.05,150.06,113.47,131.51,77.15,82.2,94.68,68.87,132.16,110.01,77.46,27.75,154.17,96.4,46.4,69.34,92.07,72.26,59.15,233.27,102.3609524
ENSG00000128285,MCHR1,0.411962792,0.397099871,0.694802556,97.54,82.58,89.66,118.75,107.36,85.35,66.22,99.48,77.43,106.6,107.62,95.07,86.1,78.77,89.27,83.95,58.09,128.98,91.29,119.55,101.57,125.43,133.58,92.96,91.25,113.91,63.95,68.98,89.39071429
ENSG00000043093,DCUN1D1,0.308689948,0.064580989,0.281802151,4.24,2.5,1.87,6.64,6.38,2.49,6.16,2.87,11.06,1.64,4.68,9.51,4.47,1.14,4.06,4.59,13.07,8.85,0,6.4,0.91,1.04,4.22,3.05,4.07,1.22,1.6,7.52,4.837142857
ENSG00000171044,XKR6,0.091604313,0.604889495,0.834008799,151.26,268.58,188.67,188.08,475.13,217.1,219.46,117.65,237.83,205.82,243.31,204.4,230.35,305.95,355.74,331.22,312.25,223.81,412.18,309.55,155.98,149.27,115.3,346.68,317.75,249.86,257.4,400.07,246.6983333
ENSG00000128294,TPST2,0.391468204,0.021223531,0.16056367,1030.57,1298.71,1293.6,1254.63,1425.39,1412.79,1188.92,1143.04,929.21,1109.48,953.36,1023.58,1074.58,1042.29,967.12,1000.22,1132.82,574.07,995.87,1114.39,1097.29,1017.94,786,968.43,942.66,884.31,671.48,887.94,1091.216429
ENSG00000128335,APOL2,0.335604229,0.120353046,0.389629315,2047.01,759.88,1709.24,1337.23,1646.48,1555.32,1356.02,1981.9,2097.36,1383.37,1407.23,1896.63,921.39,552.54,1059.09,438.79,1792.18,1326.42,1831.29,789.89,1908.02,2025.51,1304.84,571.46,1497.5,1120.7,3311.03,1370.79,1272.793333
ENSG00000176890,TYMS,0.500661216,0.028827469,0.185974383,4.24,15.85,5.6,2.95,3.19,0.83,0,2.87,12.17,6.56,11.7,1.58,7.83,9.13,4.06,10.49,8.71,7.59,0,2.13,3.63,0,5.62,48,13.85,6.12,4.8,26.34,10.86833333
ENSG00000128340,RAC2,0.063832375,0.703372147,0.883480572,4.24,24.19,15.88,3.69,11.69,4.97,9.24,2.87,11.06,0.82,15.21,4.75,15.65,18.27,9.47,17.05,2.9,2.53,11.07,2.13,1.81,4.15,7.03,22.1,19.55,7.35,3.2,11.29,10.79809524
ENSG00000128342,LIF,0.103527983,0.806905342,0.930102958,46.65,25.86,63.51,53.11,61.65,67.12,22.33,68.87,30.97,28.7,42.11,45.95,51.44,9.13,25.7,16.4,52.28,16.44,66.39,66.18,59.85,32.13,61.87,25.91,19.55,23.27,4.8,58.95,36.26285714
ENSG00000128383,APOBEC3A,0.541445428,0.015767394,0.13898043,5.65,17.52,6.54,8.85,22.32,13.26,15.4,17.22,12.17,4.92,2.34,7.92,11.18,9.13,10.82,3.28,42.12,16.44,8.3,27.75,21.76,6.22,7.03,5.33,7.33,3.67,25.58,8.78,11.26309524
ENSG00000128438,TBC1D27P,0.450307812,0.249678031,0.560611948,588.09,631.42,504.36,660.14,1063.99,1198.18,786.97,729.82,753.32,628.13,632.84,844.53,621.71,566.24,745.29,458.46,1469.77,423.59,1070.56,1238.21,1128.13,582.57,551.18,608.03,498.63,570.76,653.89,1349.47,692.982381
ENSG00000128463,EMC4,0.024274629,0.713982089,0.888462067,243.15,243.56,222.29,168.17,237.03,107.72,160.94,160.69,301.99,217.3,182.48,79.22,252.71,245.45,269.17,288.59,92.95,318.64,102.35,885.96,103.38,246.71,372.61,323.83,254.2,286.6,300.57,55.18,246.9392857
ENSG00000128512,DOCK4,0.557277405,0.074877688,0.302986272,1.41,0,0.93,1.48,1.06,0,0,0.96,2.21,0.82,0,1.58,0,0,0,0.66,0,1.26,0,4.27,1.81,0,5.62,0.76,3.26,2.45,0,0,1.13047619
ENSG00000128513,POT1,0.225568228,0.100081879,0.353952705,45.24,88.42,75.65,95.15,46.77,53.86,66.22,61.22,46.46,89.38,60.83,45.95,79.39,75.35,66.28,99.04,47.93,64.49,55.33,57.64,58.95,82.93,67.49,77.72,70.07,60.02,41.57,79.01,68.24047619
ENSG00000128534,LSM8,0.506508714,0.000955109,0.035992484,417.04,551.35,424.04,489.75,307.19,509.6,582.14,361.56,528.76,406.73,478.43,551.4,386.89,654.14,488.29,604.07,511.22,541.19,334.72,251.91,414.43,315.13,293.87,532.6,409.82,285.38,446.05,309.78,508.8378571
ENSG00000043462,LCP2,0.235198207,0.109279981,0.372159756,189.43,231.05,154.11,219.06,161.57,226.21,241.79,162.61,296.46,205.82,279.57,239.26,186.74,287.69,286.75,315.48,209.14,306,149.38,104.61,151.44,147.2,118.11,278.11,215.91,140.85,227.02,218.22,242.6802381
ENSG00000128563,PRKRIP1,0.060780861,0.392374215,0.691061601,26.86,21.69,25.22,12.54,8.5,14.92,13.09,24.87,22.12,25.42,21.06,9.51,21.25,17.12,10.82,31.48,11.62,22.76,11.07,25.62,17.23,24.88,21.09,27.43,20.37,19.6,28.78,33.86,19.21642857
ENSG00000128567,PODXL,0.150668569,0.237430757,0.547250879,352.01,382.02,406.29,412.31,440.05,517.89,468.18,418.95,347.35,417.39,386.02,450,468.52,392.71,344.92,412.55,505.41,332.55,503.47,228.43,572.22,297.5,482.29,348.21,340.56,322.12,139.09,581.93,377.1030952
ENSG00000176896,TCEANC,0.109456821,0.206959684,0.511849896,0,1.67,0.93,0.74,1.06,0.83,0.77,0.96,5.53,2.46,1.17,1.58,1.12,1.14,1.35,1.31,2.9,0,0,0,0,5.18,4.22,3.05,0,0,4.8,15.05,1.965952381
ENSG00000128585,MKLN1,0.315283392,0.009625487,0.109631854,65.03,25.02,25.22,32.45,69.09,43.92,36.96,60.26,57.52,47.56,23.4,23.77,25.72,30.82,22.99,12.46,15.98,22.76,33.2,100.34,43.53,39.39,181.38,13.72,44.81,14.7,89.53,8.78,39.3652381
ENSG00000128590,DNAJB9,0.472407404,0.004027724,0.070582536,190.85,137.63,124.22,106.21,139.24,72.09,87.01,79.39,234.51,183.68,170.79,112.5,147.6,170.1,183.95,128.55,68.26,306,138.31,108.88,98.85,194.88,181.38,144.01,189.02,248.64,302.17,56.44,164.5902381
ENSG00000128594,LRRC4,0.1101193,0.630653694,0.844728426,18.38,37.54,8.41,8.11,27.64,8.29,16.94,27.74,14.38,34.44,15.21,11.09,12.3,22.83,10.82,12.46,24.69,31.61,0,49.1,19.95,16.59,26.72,23.62,15.48,23.27,44.77,6.27,20.29047619
ENSG00000128595,CALU,0.065886885,0.495796893,0.769451874,1097.01,1498.9,1843.73,1825.51,1431.76,1431.85,2195.35,1953.21,1274.34,1509.65,1602.58,1552.8,1557.63,1393.91,1217.35,1835.16,1548.19,1627.36,1377.61,898.77,1956.99,1117.45,1041.9,1521.6,1529.28,1101.1,745.02,2897.09,1552.03119
ENSG00000176903,PNMA1,0.153754668,0.197930637,0.500396532,4.24,3.34,24.28,5.9,15.94,16.57,3.85,16.26,5.53,9.02,3.51,26.94,10.06,4.57,9.47,13.12,15.98,7.59,13.83,36.29,5.44,23.84,12.65,7.62,4.07,8.57,22.38,6.27,10.09309524
ENSG00000244513,AC109587.1,0.44361616,0.019744315,0.154820649,819.93,1007.61,1409.42,1551.87,1285.08,1615.81,2004.38,1814.51,909.3,1198.86,1160.41,1548.05,1003.01,1014.89,618.14,895.94,1644.05,919.26,1208.87,672.48,1809.17,986.84,982.85,788.61,865.26,819.4,570.76,1138.77,1144.777381
ENSG00000128607,KLHDC10,0.051477958,0.473400841,0.754733436,96.13,38.37,101.81,75.97,99.92,106.06,66.22,119.56,43.14,86.92,39.77,122.01,69.33,61.65,85.21,43.29,95.85,97.36,107.89,177.19,116.08,86.04,134.98,48.76,63.55,75.94,57.56,86.54,75.87333333
ENSG00000128609,NDUFA5,0.416805805,0.150246473,0.437062714,83.41,99.26,91.53,76.71,56.34,38.12,88.55,97.56,121.68,72.98,107.62,69.72,82.75,93.61,90.62,119.37,90.04,92.31,74.69,32.02,100.66,61.16,46.4,115.05,103.47,74.71,84.73,112.87,91.79357143
ENSG00000128617,OPN1SW,0.009795765,0.966502791,0.990570671,388.76,443.75,373.6,407.14,395.41,324.82,338.04,401.74,472.35,458.39,433.98,411.97,477.47,452.08,428.78,482.08,320.97,550.04,284.93,418.43,343.7,408.42,407.76,507.46,444.85,636.9,446.05,277.17,429.7514286
ENSG00000128641,MYO1B,0.484041046,0.159303948,0.451492301,145.61,201.86,149.44,120.23,81.85,67.95,93.94,72.7,180.31,168.92,134.52,109.33,119.65,164.39,148.79,212.51,129.26,194.73,105.12,467.53,101.57,161.71,132.17,273.54,216.72,170.25,238.21,411.36,184.6214286
ENSG00000128654,MTX2,0.217911911,0.189102331,0.490341775,70.68,135.13,135.43,104.74,83.97,207.15,113.19,83.22,81.86,37.72,56.15,55.46,219.16,147.27,116.32,106.91,98.76,11.38,118.95,123.82,59.85,68.42,35.15,64,75.77,100.43,54.36,97.82,97.76761905
ENSG00000004779,NDUFAB1,0.190714267,0.136127328,0.414399106,24.03,31.7,23.35,16.96,9.57,10.77,15.4,10.52,23.23,31.16,12.87,15.84,41.37,21.69,20.29,29.51,20.33,17.7,8.3,14.94,9.07,14.51,4.22,28.19,31.78,14.7,28.78,25.08,21.91928571
ENSG00000244515,KRT18P34,0.518907728,0.072200036,0.297338179,590.92,553.85,445.52,588.59,456,677.81,474.34,473.48,574.12,597.79,653.9,583.09,532.26,552.54,642.49,573.24,759.57,456.47,553.26,367.19,458.87,590.86,455.57,551.65,469.29,586.68,770.6,677.24,567.0014286
ENSG00000176909,MAMSTR,0.046550915,0.871266956,0.953111494,11.31,6.67,5.6,16.96,32.95,50.55,20.02,25.83,11.06,35.26,12.87,14.26,21.25,10.27,20.29,9.84,72.62,27.82,96.82,134.5,72.55,102.62,104.05,12.19,13.04,69.81,15.99,31.35,28.01285714
ENSG00000128692,EIF2S2P4,0.379190758,0.088244851,0.332329268,545.68,554.69,494.09,536.22,569.73,392.77,540.56,634.17,534.29,449.37,557.98,450,538.97,470.34,459.89,419.11,352.92,797.88,362.38,659.67,584.92,513.12,1420.14,536.41,532.84,714.06,476.43,151.75,550.6895238
ENSG00000128694,OSGEPL1,0.025467159,0.868750031,0.952534379,8.48,10.84,2.8,9.59,3.19,4.97,6.93,4.78,11.06,9.84,7.02,7.92,4.47,3.42,6.76,14.43,7.26,10.12,0,4.27,1.81,8.29,8.44,15.24,11.41,11.02,12.79,1.25,8.49952381
ENSG00000128699,ORMDL1,0.310508034,0.018753972,0.151239586,248.81,309.46,249.38,278.81,238.1,272.62,242.56,211.39,273.23,255.02,203.54,261.44,304.15,344.77,346.27,345.65,315.16,247.83,188.11,230.56,216.74,257.08,307.93,307.83,236.28,236.39,239.81,206.94,274.5816667
ENSG00000128708,HAT1,0.79989829,0.005815863,0.085083348,52.31,35.03,45.77,52.37,70.15,29,43.12,69.83,26.55,59.04,24.57,42.78,65.97,26.26,51.4,24.27,34.86,82.19,27.66,123.82,62.57,112.99,77.33,25.14,52.14,89.41,55.96,37.62,46.56380952
ENSG00000128789,PSMG2,0.056456261,0.464084363,0.748795765,5.65,2.5,3.74,0,0,0.83,0.77,0.96,1.11,3.28,4.68,6.34,15.65,3.42,1.35,22.3,1.45,15.17,2.77,12.81,0.91,1.04,4.22,8.38,9.78,4.9,0,10.03,4.788095238
ENSG00000128791,TWSG1,0.228783388,0.196162969,0.498616871,2.83,7.51,14.01,11.06,6.38,2.49,10.78,11.48,16.59,14.76,8.19,7.92,12.3,11.42,13.53,23.61,4.36,8.85,0,0,9.98,11.4,7.03,21.33,22,14.7,7.99,5.02,11.78119048
ENSG00000176915,ANKLE2,0.075748941,0.101426213,0.35663155,138.54,82.58,106.48,106.95,108.42,160.75,80.85,83.22,106.2,135.3,131.01,160.03,129.71,113.02,167.72,164.63,87.14,141.62,165.98,190,68.92,147.2,174.35,147.82,135.25,118.81,182.26,204.43,121.9080952
ENSG00000128872,TMOD2,0.254380477,0.186903473,0.487341958,86.23,251.9,278.33,268.48,183.89,203.84,364.22,240.09,230.09,185.32,329.87,128.34,207.98,243.16,229.94,249.89,210.59,190.93,99.59,27.75,216.74,60.12,52.02,334.49,213.46,99.21,59.15,546.81,242.1764286
ENSG00000128881,TTBK2,0.273877165,0.042746376,0.229542721,15.55,42.54,13.08,16.96,27.64,9.94,22.33,14.35,39.82,36.08,37.43,9.51,29.07,51.37,22.99,41.32,5.81,44.26,2.77,14.94,12.7,29.02,26.72,34.29,26.07,52.67,44.77,10.03,33.59595238
ENSG00000128891,CCDC32,0.227465417,0.084733576,0.325526297,1217.18,876.65,932.14,623.26,970.45,1005.11,790.82,1066.52,971.24,1128.34,995.47,1155.09,953.81,1029.73,1111.84,931.36,942.57,1069.73,1051.19,1193.38,595.8,1207.63,1406.08,537.93,814.75,1457.52,1016.81,973.22,908.6052381
ENSG00000237440,ZNF737,0.2475171,0.176535819,0.474130093,231.84,326.97,375.47,309.78,356.08,412.65,377.31,322.35,338.5,369.83,345.08,261.44,300.79,311.66,293.52,342.37,381.96,321.17,254.5,211.35,472.47,187.62,125.14,304.02,249.31,202.09,92.73,255.85,335.6745238
ENSG00000128915,ICE2,0.085206459,0.588828359,0.826257719,253.05,1241.99,582.82,737.58,276.36,614.01,989.49,374,980.09,428.05,1163.91,350.17,1011.96,1417.88,860.26,2093.58,586.74,807.99,337.49,87.53,405.36,251.89,239.03,2286.6,1056.73,396.84,463.64,1142.53,901.7814286
ENSG00000128918,ALDH1A2,0.633363616,0.038126109,0.216043088,777.52,1296.21,1292.67,1387.39,954.51,1315.02,1462.28,1097.13,1162.62,1232.48,1043.43,1359.49,1273.61,1197.55,976.58,1409.5,1324.53,765,1128.65,431.24,1013.86,895.62,451.35,1206.92,1090.13,729.98,660.29,2386.65,1140.449524
ENSG00000128923,MINDY2,0.408702974,0.005386384,0.082070848,1897.16,2118.65,2179.98,1782,3559.75,1115.32,2281.59,3687.37,1969.04,2003.3,1907.88,1395.94,2266.56,2172.49,2369.77,1751.87,2097.17,2764.11,1615.51,5589.02,2083.04,1604.65,4261.83,1421.79,1713.41,2242.62,2476.48,501.66,2365.04381
ENSG00000128944,KNSTRN,0.274828913,0.08626055,0.328158575,0,5,0,2.21,0,0,1.54,0,1.11,2.46,2.34,0,1.12,2.28,6.76,0.66,5.81,0,0,2.13,0.91,1.04,2.81,4.57,2.44,3.67,1.6,2.51,2.01452381
ENSG00000128951,DUT,0.464025954,0.002119112,0.051443669,0,5.84,0.93,2.95,3.19,0.83,2.31,0.96,1.11,0.82,1.17,0,1.12,1.14,1.35,1.97,0,1.26,0,0,0.91,0,0,9.14,3.26,0,0,2.51,2.18047619
ENSG00000244560,AC004890.2,0.226185792,0.440342857,0.729819009,203.57,298.61,210.15,219.8,246.6,191.41,217.92,170.26,330.75,296.03,279.57,167.96,241.53,288.83,254.29,395.5,177.19,317.38,143.85,147.3,171.4,270.55,255.91,347.45,281.09,274.36,238.21,174.33,268.4438095
ENSG00000044446,PHKA2,0.001928383,0.989024458,0.996519627,189.43,203.52,156.91,216.85,129.68,190.58,175.57,142.52,262.17,212.38,266.71,283.62,213.57,229.46,196.13,301.05,185.9,357.84,160.44,273.26,187.72,275.73,347.3,297.92,235.46,249.86,177.46,203.17,221.8045238
ENSG00000129028,THAP10,0.289175049,0.361343342,0.667478433,139.95,70.9,108.35,123.91,75.47,177.32,111.65,105.22,131.64,119.72,113.47,141.02,64.85,121.01,143.38,101.66,111.83,106.21,118.95,59.78,113.36,128.54,53.43,121.15,104.29,95.53,103.92,265.88,107.1885714
ENSG00000129038,LOXL1,0.706722959,0.009811781,0.110888142,8473.59,7999.98,9520.35,10458.9,20565.54,15084.99,8598.14,10852.65,6920.39,8329.71,7921.64,10904.46,7012.15,5179.5,4539.35,2533.68,15540.01,4019.72,31928.54,23154.53,11691.16,17854.34,23263.58,4423.85,5765.15,9749.46,12595.02,5707.65,8992.421429
ENSG00000244575,IGKV1-27,0.669202776,0.105264425,0.363386513,2.83,4.17,2.8,2.21,0,3.31,3.08,4.78,1.11,0.82,1.17,1.58,1.12,1.14,0,0,1.45,1.26,2.77,2.13,5.44,1.04,1.41,1.52,2.44,1.22,0,3.76,1.638095238
ENSG00000129055,ANAPC13,0.189544498,0.215917248,0.523583722,16.96,203.52,66.31,53.84,78.66,43.09,88.55,75.56,77.43,28.7,106.45,41.2,57.03,99.32,67.63,123.96,100.21,74.6,19.36,36.29,114.26,18.66,19.69,141.72,53.77,41.64,46.36,28.85,76.46261905
ENSG00000129071,MBD4,0.202007282,0.064977269,0.282571112,1164.87,764.05,799.51,935.99,876.92,1318.33,674.54,744.17,1050.89,996.32,935.81,1242.24,965,969.23,973.88,967.43,942.57,756.15,1211.64,821.92,763.57,1119.52,1006.75,1086.53,983.4,1235.83,1071.17,1668.02,936.6171429
ENSG00000129083,COPB1,0.208687181,0.06421528,0.28132992,1.41,0.83,0,1.48,0,0,0.77,0.96,1.11,4.1,2.34,0,5.59,2.28,1.35,1.97,1.45,1.26,2.77,0,0,3.11,2.81,0.76,2.44,1.22,0,0,1.445238095
ENSG00000129084,PSMA1,0.321278097,0.005314069,0.081268667,4.24,5.84,12.14,7.38,115.86,4.14,21.56,5.74,2.21,7.38,11.7,14.26,6.71,4.57,5.41,3.28,135.07,8.85,27.66,117.42,24.49,21.77,25.31,76.96,43.18,0,14.39,8.78,23.27880952
ENSG00000044459,CNTLN,0.132681814,0.474504757,0.755371011,5.65,0.83,0,0,2.13,1.66,0,6.7,5.53,0,2.34,0,0,0,0,0.66,8.71,0,0,0,0,0,0,0.76,0,2.45,1.6,2.51,1.315238095
ENSG00000129128,SPCS3,0.165297773,0.141026778,0.421672108,2741.12,1668.23,1769.95,2045.31,1685.8,3369.99,1881.95,2157.9,2491.16,1808.95,1561.63,2837.82,2650.1,1826.58,1934.23,1230.44,3054.26,1698.17,2044.29,967.08,2991.71,1636.79,1574.81,1376.83,1907.32,2145.86,1841.77,1224.05,1969.317857
ENSG00000129173,E2F8,0.764199805,0.041179366,0.224953093,1.41,10.84,9.34,8.85,4.25,3.31,9.24,7.65,1.11,13.12,10.53,11.09,4.47,3.42,4.06,5.9,14.52,6.32,8.3,4.27,6.35,1.04,1.41,9.91,7.33,6.12,3.2,17.56,7.858095238
ENSG00000176927,EFCAB5,0.385543434,0.230565255,0.540103031,65.03,82.58,51.37,40.57,31.89,42.26,67.76,44.96,81.86,111.52,65.51,52.29,46.96,98.18,47.34,125.27,47.93,87.25,33.2,42.7,50.78,85,33.75,120.39,92.88,73.49,103.92,91.55,69.73404762
ENSG00000129195,PIMREG,0.21324401,0.570757389,0.816263489,28.27,12.51,70.98,11.8,47.83,68.78,54.67,25.83,28.76,112.34,59.66,45.95,59.26,105.03,36.52,84.61,53.74,61.96,22.13,66.18,33.55,11.4,57.65,82.29,19.55,23.27,15.99,22.57,48.7602381
ENSG00000129197,RPAIN,0.093313273,0.556583341,0.807497256,147.02,90.08,152.24,108.42,128.61,128.44,190.2,198,79.65,123.82,93.58,198.06,96.16,134.71,170.43,190.21,156.85,179.55,124.48,277.53,130.59,140.98,167.32,160.01,114.06,72.26,132.7,285.95,138.6157143
ENSG00000129204,USP6,0.719740334,0.006993591,0.093102186,151.26,90.92,148.51,158.58,200.89,248.59,135.52,164.52,96.24,141.86,107.62,167.96,120.76,103.89,139.32,75.43,184.45,128.98,273.86,655.4,165.95,394.94,541.34,118.86,92.88,183.72,87.93,200.66,156.177381
ENSG00000044574,HSPA5,0.137915209,0.397489754,0.694866361,713.91,553.02,905.99,550.97,1141.59,339.73,340.35,712.61,550.89,840.52,594.24,484.85,1027.61,736.34,577.56,581.77,368.89,883.86,663.91,2267.21,697.37,1108.12,3174.93,475.45,766.68,1477.12,377.31,238.29,740.0990476
ENSG00000129235,TXNDC17,0.604029583,0.003074689,0.060965598,10109.22,8884.97,12228.04,12346.37,17776.42,13445.99,12543.76,16935.14,6650.48,10952.94,8221.1,11554.1,11566.52,8573.51,8821.71,6535.89,9868.63,8972.62,18882.71,23474.75,15443.72,17565.13,21685.96,7017.51,10348.92,9856.01,18542.4,10503.52,10607.41357
ENSG00000176928,GCNT4,0.338733064,0.313752769,0.624540042,4549.22,4005.41,5328.52,5545.14,5746.19,5850.87,5767.51,6445.01,3476.79,4508.44,4367.9,5937.08,4092.56,3781.02,3436.98,3122.01,6441.11,4171.46,5942,3951.6,7131.5,4622.18,4825.66,2604.33,3406.46,3357.19,3128.77,3703.51,4471.576429
ENSG00000129292,PHF20L1,0.324928856,0.027231827,0.18078427,0,0,4.67,2.95,5.31,0,0.77,1.91,7.74,0.82,5.85,3.17,1.12,0,2.71,0,0,2.53,0,4.27,1.81,4.15,5.62,4.57,0.81,2.45,4.8,1.25,2.66047619
ENSG00000129295,LRRC6,0.813611431,0.001915838,0.049232743,542.85,372.01,299.82,248.56,416.67,209.64,227.93,329.04,392.7,455.11,321.68,263.03,370.12,425.82,477.47,289.25,216.4,628.44,226.84,907.31,240.32,692.45,887.24,294.87,364.19,413.98,986.43,99.08,392.1959524
ENSG00000129315,CCNT1,0.01663241,0.853238916,0.947223106,504.68,629.76,419.37,559.09,745.11,358.79,539.02,457.22,549.78,589.59,541.6,453.16,542.32,621.04,681.71,595.54,415.37,589.24,569.86,1774.06,457.96,688.3,1342.81,582.13,482.33,765.5,748.22,200.66,615.3407143
ENSG00000129317,PUS7L,0.340484364,0.04513767,0.234968355,418.45,276.93,326.9,371,330.57,504.63,353.44,313.74,362.83,386.23,341.57,454.75,328.75,406.41,389.55,414.52,421.18,306,403.88,448.32,386.32,418.78,410.58,299.44,330.79,374.79,385.3,284.69,355.0942857
ENSG00000129354,AP1M2,0.107949449,0.740359958,0.90062968,4.24,1.67,0,0,0,1.66,0,0,0,5.74,0,0,1.12,1.14,4.06,0.66,0,1.26,0,0,2.72,3.11,0,0,0,2.45,0,1.25,0.961428571
ENSG00000244607,CCDC13,0.198486728,0.312935669,0.623800338,9697.84,6697.93,6119.63,5939.74,6833.57,6100.29,5966.95,6858.23,6555.34,5207.09,7217.44,6027.4,6402.74,5378.14,5488.89,4486.91,6342.36,5592.71,7906.06,8763.54,8304.97,7404.41,10708.7,4618.15,5799.37,5984.4,6686.01,3307.2,6263.481429
ENSG00000129355,CDKN2D,0.267808432,0.189413946,0.490602291,36.76,38.37,70.05,51.63,56.34,96.12,40.04,45.91,57.52,37.72,49.13,66.55,58.15,38.81,70.34,24.92,139.42,80.93,44.26,125.96,68.92,39.39,71.71,59.43,44.81,30.62,33.57,136.7,57.67166667
ENSG00000129422,MTUS1,0.65641415,0.066213767,0.28453466,7232.38,4508.38,4659.77,4321.49,7281.06,5245.15,4001.07,4933.72,4731.22,4722.47,4457.97,5468.07,5779.91,5040.22,7351.43,4803.7,5112.23,4497.69,6912.96,7461.28,4429.98,5554.08,6806.83,4386.52,4508.81,5744.34,6892.25,3210.63,5162.191905
ENSG00000129437,KLK14,0.435682215,0.226693001,0.536015574,569.71,485.45,316.63,367.32,431.55,324.82,273.36,223.83,752.22,456.75,453.87,380.28,514.37,519.43,546.45,508.97,395.04,622.12,492.4,499.55,232.15,825.13,725.54,521.93,489.66,705.49,1544.4,312.28,497.6411905
ENSG00000129450,SIGLEC9,0.278734385,0.172836496,0.470239778,4.24,10.01,0,4.43,0,0.83,1.54,1.91,5.53,0,2.34,3.17,5.59,2.28,2.71,0,1.45,1.26,0,0,3.63,2.07,0,1.52,3.26,0,11.19,0,4.610952381
ENSG00000129465,RIPK3,0.001346972,0.992916321,0.997844743,28.27,33.36,39.23,33.19,43.58,40.6,30.8,52.61,16.59,26.24,23.4,25.35,30.19,20.55,40.58,23.61,72.62,21.5,47.03,61.91,49.88,55.98,30.93,27.43,28.52,20.82,52.76,46.4,31.165
ENSG00000129472,RAB2B,0.019380226,0.908609681,0.968307426,180.95,27.53,69.12,33.19,66.96,98.61,85.47,51.65,278.76,25.42,88.9,164.79,24.6,23.97,79.8,28.86,171.38,85.98,91.29,40.56,95.22,150.31,21.09,26.67,65.18,33.07,372.51,63.96,81.15428571
ENSG00000244617,ASPRV1,0.076038729,0.787192746,0.921588243,113.09,340.32,221.36,177.02,180.7,82.86,231.78,104.26,268.81,190.24,211.73,80.81,241.53,310.52,308.39,438.79,158.3,287.03,110.65,81.12,136.93,123.35,165.92,470.12,302.27,74.71,235.02,313.54,252.0154762
ENSG00000129473,BCL2L2,0.10764432,0.336175023,0.64479528,5.65,9.18,10.27,8.85,6.38,9.11,12.32,11.48,7.74,12.3,12.87,7.92,8.95,10.27,8.12,18.36,17.43,5.06,8.3,10.67,9.98,4.15,2.81,22.86,22,2.45,1.6,16.3,10.00285714
ENSG00000129474,AJUBA,0.305600507,0.129329305,0.403880408,89.06,80.91,63.51,83.35,117.99,42.26,31.57,107.13,53.1,155.8,50.3,68.13,90.57,28.54,41.93,53.13,31.95,25.29,58.09,104.61,108.82,161.71,262.94,80,147.47,180.05,36.77,62.71,73.32380952
ENSG00000129480,DTD2,0.199880136,0.24790166,0.55876214,238.91,205.19,235.37,227.18,245.54,342.22,215.61,201.83,207.97,247.64,249.16,334.33,316.45,252.3,334.09,323.35,238.18,204.84,246.2,260.45,217.64,213.54,338.87,304.02,213.46,293.95,182.26,601.99,246.0538095
ENSG00000129484,PARP2,0.107869846,0.318737961,0.629102504,12.72,29.19,23.35,31.72,10.63,14.92,48.51,11.48,29.87,20.5,32.75,25.35,26.84,22.83,28.4,47.88,23.24,18.97,27.66,6.4,30.83,22.81,18.28,56.38,23.63,3.67,11.19,110.37,29.90095238
