,gene_symbol,log2fold.FLU_vs_HC,p.FLU_vs_HC,p.adj.FLU_vs_HC,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000228224,NACA4P,0.099475828,0.871981143,0.925303213,168.38,158.32,169.39,185.18,171.89,200.34,203.49,186.82,193.63,170.39,163.27,214.56,166.85,210.09,271.87,333.85,172.83,275.65,246.2,422.7,298.35,430.19,434.48,275.82,393.52,328.25,665.08,326.08,253.1104762
ENSG00000228237,EFCAB14-AS1,0.198431739,0.307565733,0.472665797,3.48,3.3,12.2,3.4,4.8,3.21,10.41,11.11,7.02,0.79,1.53,1.35,2.83,2.69,4.06,4.59,13.07,7.59,0,0,0.91,1.04,0,9.91,3.26,1.22,0,10.03,3.715714286
ENSG00000070540,WIPI1,1.399465968,1.37E-09,1.35E-07,0,2.2,1.36,0.68,2.4,1.6,0,6.06,1,1.57,0,4.74,0.94,0.9,0,0.66,0,1.26,0,0,0.91,2.07,0,3.05,2.44,2.45,1.6,1.25,1.10452381
ENSG00000253878,AC087752.3,0.286345382,0.015109882,0.05176396,2946.15,3528.22,4282.09,4308.27,4166.09,4047.71,3838.48,3007.24,2579.42,4080.01,4094.88,3233.3,3655.67,4019.47,2688.99,2707.49,4121.73,3543.02,5405.33,10676.36,5092.89,4951.82,8835.8,2531.18,3804.05,4029.61,4096.02,1429.73,4134.135238
ENSG00000228242,AC093495.1,-1.25515007,0.000368475,0.002775367,5.81,1.1,1.36,0,4.8,0.8,0,1.01,2.01,0,0,0.68,0.94,4.49,1.35,1.31,0,0,2.77,0,1.81,1.04,0,1.52,0.81,1.22,0,3.76,1.07047619
ENSG00000228251,AC012442.2,0.725354131,4.60E-06,8.34E-05,2.32,0,0,4.08,2.4,1.6,0,1.01,0,1.57,3.07,2.03,4.71,1.8,1.35,1.31,1.45,1.26,0,0,1.81,0,1.41,0,0,0,1.6,1.25,1.325238095
ENSG00000228264,PSMD8P1,1.020489418,0.126858746,0.251510234,5.81,5.5,5.42,2.04,4.8,4.01,5.78,7.07,3.01,9.42,4.6,4.74,6.6,1.8,4.06,7.21,2.9,7.59,8.3,12.81,5.44,2.07,7.03,3.81,3.26,3.67,4.8,16.3,5.599285714
ENSG00000228274,AL021707.2,0.122423457,0.354037244,0.520861923,10.45,9.9,9.49,8.85,16.79,10.42,16.19,7.07,18.06,9.42,6.9,10.15,5.66,9.88,10.82,15.09,1.45,7.59,2.77,10.67,17.23,11.4,26.72,19.05,13.85,12.25,11.19,12.54,10.18833333
ENSG00000253882,AC099548.2,0.202770421,0.068379988,0.160694705,1579.33,1572.25,1699.28,1537.31,1727.68,1509.78,1854.5,1361.23,1126.68,1524.12,1524.66,1873.51,1381.01,1798.3,1052.33,1749.24,1343.41,1551.49,2190.9,2606.65,1723.93,2099.11,2760.13,1372.26,1420.92,1822.51,1752.24,842.79,1712.527381
ENSG00000169385,RNASE2,0.166273316,0.055047143,0.136857889,13.94,13.19,20.33,8.17,7.2,6.41,9.25,14.14,9.03,5.5,4.6,5.41,4.71,15.26,6.76,9.84,17.43,22.76,22.13,12.81,12.7,14.51,19.69,15.24,15.48,15.92,17.59,5.02,12.15595238
ENSG00000008086,CDKL5,0.508200117,0.008504523,0.033243544,0,0,1.36,2.04,0,0,2.31,0,1,0.79,1.53,0.68,1.89,1.8,0,0.66,1.45,1.26,0,2.13,0,0,2.81,1.52,1.63,1.22,0,0,1.003333333
ENSG00000091483,FH,0.293223217,0.012594223,0.04494546,3.48,3.3,8.13,2.04,1.6,7.21,5.78,3.03,3.01,7.07,5.37,2.71,0.94,10.77,4.06,4.59,1.45,5.06,0,6.4,2.72,3.11,4.22,0.76,5.7,4.9,11.19,5.02,4.377380952
ENSG00000228300,FAM174C,0.556365124,0.000346267,0.002641313,3.48,6.6,2.71,3.4,0.8,5.61,6.94,3.03,5.02,0,3.07,3.38,1.89,2.69,1.35,1.31,2.9,7.59,8.3,0,5.44,1.04,5.62,5.33,4.89,4.9,3.2,6.27,3.787619048
ENSG00000228302,AL512770.1,0.318669964,0.077595091,0.176241735,0,0,0,0.68,4.8,2.4,1.16,2.02,0,3.14,3.07,2.71,1.89,0,0,1.31,1.45,3.79,0,0,1.81,0,1.41,0,1.63,2.45,0,0,1.162619048
ENSG00000228305,AC016734.1,0.309512818,0.510726129,0.662966316,2.32,2.2,4.07,2.04,3.2,4.01,2.31,0,2.01,4.71,0.77,1.35,0.94,0.9,1.35,2.62,0,2.53,0,0,0.91,2.07,1.41,2.29,4.89,4.9,3.2,1.25,1.911190476
ENSG00000228314,CYP4F29P,0.226689799,0.212539015,0.363923776,1.16,2.2,2.71,0,0,0,2.31,1.01,7.02,0.79,3.07,4.06,3.77,0.9,2.71,1.31,0,5.06,0,0,0.91,0,0,2.29,3.26,2.45,0,2.51,1.520952381
ENSG00000236986,AL157938.2,0.124921428,0.50174216,0.655382405,998.7,1042.3,780.53,1171.7,996.15,799.77,877.53,915.9,1137.71,971.32,1134.49,1056.56,1104.81,1041.45,891.37,1389.82,1458.15,700.51,1009.7,1184.84,1356.65,671.71,455.57,1438.55,593.95,684.67,663.48,2236.15,1080.057857
ENSG00000169397,RNASE3,0.578238674,0.006387722,0.026544556,4.65,3.3,1.36,1.36,5.6,8.01,4.62,2.02,2.01,3.93,6.9,4.06,2.83,4.49,8.12,4.59,8.71,0,22.13,2.13,6.35,5.18,0,2.29,2.44,0,0,48.91,6.699761905
ENSG00000228323,MYADM-AS1,0.042611648,0.746884132,0.84277277,19.74,16.49,20.33,25.19,31.18,33.66,27.75,43.42,54.18,24.34,32.96,37.23,42.42,26.04,37.87,44.6,14.52,32.88,35.96,36.29,43.53,36.28,14.06,29.72,52.14,66.14,35.17,84.03,34.14428571
ENSG00000228327,AL669831.1,0.187393907,0.07250646,0.167544929,3.48,3.3,4.07,3.4,4.8,6.41,0,4.04,7.02,6.28,7.67,3.38,9.43,4.49,2.71,3.94,10.17,3.79,2.77,4.27,6.35,1.04,2.81,6.1,4.89,1.22,11.19,13.8,5.17952381
ENSG00000228328,AL158201.1,0.02947594,0.71593404,0.82024262,8.13,9.9,13.55,17.02,12.79,12.02,10.41,15.15,14.05,11.78,9.97,14.21,25.45,11.67,12.17,19.02,10.17,17.7,2.77,14.94,11.79,18.66,7.03,21.33,10.59,9.8,19.19,22.57,13.46571429
ENSG00000228329,LINC01890,0.270102242,0.015434402,0.052602795,8.13,20.89,6.78,24.51,31.18,26.45,32.37,20.2,18.06,39.26,27.6,28.43,28.28,21.55,16.23,15.09,15.98,29.08,11.07,46.97,35.37,34.21,63.27,24.38,34.22,42.87,33.57,12.54,27.19142857
ENSG00000100526,CDKN3,0.231692006,0.205471219,0.355005401,96.39,113.25,90.79,88.51,53.57,96.16,84.4,110.07,99.32,76.95,118.05,78.51,83.9,78.11,59.51,97.73,59.55,41.73,11.07,21.35,43.53,35.24,25.31,103.62,58.66,39.19,68.75,77.76,68.00619048
ENSG00000228335,AC073063.1,0.690665277,0.002240763,0.011629207,15.1,10.99,10.84,11.57,11.19,8.82,16.19,7.07,15.05,16.49,13.8,10.83,11.31,20.65,20.29,9.84,4.36,18.97,27.66,55.51,9.07,15.55,43.59,9.91,17.11,15.92,1.6,21.32,16.56428571
ENSG00000169398,PTK2,0.086165565,0.439172947,0.600742682,11.61,14.29,14.91,8.85,14.39,8.82,9.25,19.19,20.07,17.27,13.03,18.95,16.97,12.57,16.23,21.64,20.33,12.64,11.07,8.54,11.79,6.22,7.03,19.81,22,9.8,9.59,37.62,15.34952381
ENSG00000228363,AC015971.1,-1.083791836,0.000133511,0.001243467,12.77,13.19,20.33,6.13,10.39,12.02,10.41,8.08,15.05,18.85,11.5,13.54,13.2,10.77,24.35,11.15,24.69,2.53,35.96,17.08,15.42,9.33,4.22,13.72,10.59,3.67,4.8,84.03,15.79166667
ENSG00000228382,ITPKB-IT1,0.562019283,0.006213155,0.026012219,1.16,8.8,4.07,2.04,3.2,2.4,5.78,7.07,9.03,3.14,4.6,2.03,2.83,3.59,8.12,2.62,13.07,3.79,0,0,1.81,2.07,4.22,8.38,4.89,6.12,3.2,11.29,4.279285714
ENSG00000228386,AL031668.1,0.536639938,1.47E-05,0.000209388,354.19,262.77,275.08,260.76,337.38,396.68,225.45,472.59,532.74,255.98,252.19,436.57,388.38,243.31,238.06,512.25,97.31,134.03,58.09,74.72,142.38,76.71,206.69,537.93,400.04,137.18,135.89,395.06,262.1161905
ENSG00000228393,LINC01004,0.410559163,0.016888771,0.056368743,25.55,20.89,23.04,32,27.98,26.45,34.69,37.36,12.04,27.48,19.93,31.81,36.76,34.12,28.4,22.96,18.88,40.46,19.36,34.16,15.42,8.29,11.25,14.48,29.33,9.8,9.59,23.83,24.08309524
ENSG00000171596,NMUR1,0.179853133,0.196618615,0.343812221,25.55,50.58,16.26,17.7,48.77,32.86,21.97,51.5,36.12,32.98,36.03,46.03,35.82,12.57,12.17,40.66,34.86,85.98,22.13,98.2,35.37,46.65,82.96,44.19,24.44,8.57,73.54,36.37,35.62738095
ENSG00000091527,CDV3,0.5520813,0.005843027,0.024834072,25.55,9.9,10.84,15.66,7.99,3.21,9.25,13.13,7.02,12.56,22.23,15.57,22.62,12.57,8.12,17.05,2.9,10.12,0,2.13,34.46,5.18,15.47,14.48,18.74,12.25,6.4,25.08,12.06452381
ENSG00000228415,PTMAP1,0.617367723,0.023615771,0.072702367,2.32,7.7,16.26,8.17,12.79,7.21,2.31,16.16,7.02,14.13,14.56,10.83,12.25,13.47,20.29,13.77,2.9,11.38,5.53,4.27,10.88,14.51,2.81,6.1,17.92,15.92,6.4,18.81,11.47952381
ENSG00000228427,AL590764.1,1.923496851,5.72E-10,6.75E-08,41.81,25.29,29.81,36.76,37.58,32.86,26.59,51.5,30.1,44.76,41.39,54.15,54.67,52.07,62.22,39.35,17.43,25.29,33.2,23.48,65.29,44.57,30.93,49.53,51.33,31.84,17.59,80.27,41.1152381
ENSG00000228434,AC004951.1,1.082985544,3.70E-07,1.14E-05,16.26,23.09,9.49,20.42,15.19,10.42,23.12,25.25,15.05,18.06,20.7,31.81,23.57,13.47,9.47,33.45,11.62,17.7,8.3,4.27,12.7,10.37,1.41,30.48,18.74,9.8,17.59,20.07,17.09880952
ENSG00000091536,MYO15A,0.221182319,0.439389745,0.600911562,3.48,2.2,4.07,4.77,1.6,2.4,3.47,3.03,5.02,3.14,2.3,0.68,2.83,2.69,0,6.56,2.9,3.79,0,2.13,4.53,1.04,4.22,3.81,8.96,0,0,7.52,3.238095238
ENSG00000169403,PTAFR,0.195396576,0.243582614,0.401112703,2.32,0,4.07,3.4,4,10.42,2.31,2.02,3.01,0.79,6.13,2.71,0.94,0,2.71,0,0,2.53,2.77,0,0,0,0,6.86,4.07,2.45,19.19,1.25,2.718095238
ENSG00000228452,AC098484.1,0.869047586,0.048807508,0.125338147,1.16,8.8,1.36,6.13,4,1.6,5.78,0,9.03,7.07,6.9,6.77,8.48,9.88,6.76,0.66,11.62,3.79,8.3,2.13,9.07,5.18,4.22,4.57,6.52,7.35,1.6,10.03,6.404761905
ENSG00000228486,C2orf92,0.22665507,0.13196427,0.258763716,2.32,0,1.36,2.04,1.6,0.8,4.62,4.04,4.01,3.93,2.3,6.09,3.77,0.9,2.71,3.94,5.81,0,2.77,2.13,0,2.07,1.41,4.57,2.44,0,0,1.25,2.445
ENSG00000228487,AL450263.1,0.205812902,0.139388295,0.268959043,2.32,4.4,5.42,4.08,4.8,4.81,2.31,3.03,6.02,3.93,0.77,4.06,0.94,3.59,0,1.31,1.45,0,5.53,0,1.81,0,1.41,7.62,3.26,1.22,1.6,7.52,2.78452381
ENSG00000253921,AC091982.1,0.393383839,0.022819901,0.070810711,109.16,157.23,172.1,170.21,181.48,162.68,100.59,291.84,198.65,176.67,158.67,178.69,164.02,120.31,128.5,252.52,85.69,524.75,85.76,1359.9,92.5,147.2,150.45,260.59,179.24,214.34,231.82,47.66,184.0028571
ENSG00000228506,AL513550.1,1.17684001,4.03E-08,2.01E-06,0,1.1,0,0.68,0.8,0.8,4.62,1.01,0,0,4.6,2.71,0.94,3.59,0,1.31,1.45,0,0,14.94,0.91,2.07,4.22,0,0,0,0,0,1.548809524
ENSG00000228507,DAP3P2,1.086074898,0.000156024,0.001410488,4.65,2.2,0,2.72,3.2,0.8,0,0,3.01,1.57,0,2.03,1.89,1.8,1.35,0.66,2.9,0,2.77,0,0,0,1.41,7.62,2.44,1.22,6.4,5.02,1.648333333
ENSG00000169413,RNASE6,0.611444527,0.000582012,0.003999994,17.42,13.19,18.97,9.53,11.99,7.21,12.72,13.13,19.06,31.41,16.1,12.86,40.53,10.77,58.16,12.46,24.69,11.38,22.13,2.13,13.6,7.26,4.22,9.91,15.48,20.82,14.39,27.59,16.43547619
ENSG00000228526,MIR34AHG,0.020910645,0.913492856,0.950168351,243.87,292.46,199.2,246.46,233.45,298.11,253.2,314.05,315.03,158.61,120.35,184.1,133.86,133.77,234,312.2,265.78,212.43,356.85,256.18,127.87,277.81,333.24,384.02,284.35,357.64,342.13,484.1,251.1345238
ENSG00000228532,AC005000.1,0.320316657,0.621823746,0.750525174,6.97,5.5,5.42,0,2.4,0.8,2.31,4.04,4.01,0,5.37,1.35,0.94,5.39,2.71,3.28,4.36,1.26,2.77,0,2.72,0,0,5.33,0,1.22,1.6,11.29,2.771190476
ENSG00000228589,SPCS2P4,0.015953642,0.893874633,0.938710527,17.42,28.59,21.68,20.42,15.19,20.84,8.09,16.16,20.07,25.91,9.2,18.95,31.11,22.45,16.23,15.74,23.24,16.44,35.96,32.02,34.46,27.99,26.72,16,13.04,17.15,25.58,20.07,22.35404762
ENSG00000253930,TNFRSF10A-AS1,0.114924319,0.286516592,0.449708982,1478.3,1124.76,1367.29,1088.64,1311.95,1191.64,1455.62,1231.98,1019.33,1108.73,1257.9,1120.18,1080.3,1256.93,1314.74,1149.77,1363.74,1483.21,2038.76,2604.51,1198.86,1916.67,2034.6,1198.54,1314.19,1238.28,2116.76,1012.1,1375.96
ENSG00000228606,AL139011.1,-1.011610722,2.33E-05,0.00030235,18.58,25.29,20.33,25.19,22.39,28.85,11.56,22.22,21.07,18.85,24.53,21.66,31.11,25.14,32.46,26.24,34.86,31.61,71.92,51.24,29.02,40.43,74.52,21.33,33.4,37.97,15.99,25.08,32.06857143
ENSG00000228634,AL136115.1,1.630940016,1.43E-06,3.33E-05,2.32,0,0,0.68,3.2,1.6,3.47,7.07,3.01,0.79,4.6,1.35,2.83,2.69,5.41,3.94,1.45,5.06,2.77,4.27,0,1.04,4.22,4.57,3.26,2.45,6.4,0,2.508571429
ENSG00000169432,SCN9A,0.774529807,0.000227925,0.001893044,5.81,8.8,9.49,2.04,5.6,3.21,4.62,4.04,6.02,18.06,8.43,3.38,9.43,3.59,5.41,6.56,2.9,2.53,5.53,8.54,3.63,9.33,1.41,7.62,4.89,8.57,1.6,3.76,6.311904762
ENSG00000228638,FCF1P2,0.087865915,0.232861191,0.388282919,44.13,42.88,32.52,35.4,43.97,32.86,19.65,39.38,49.16,47.11,45.23,45.35,57.5,38.61,77.1,31.48,45.02,30.35,55.33,29.89,33.55,37.32,44.99,40.38,44,37.97,43.17,47.66,40.96666667
ENSG00000228649,SNHG26,0.375689935,0.132147385,0.259003047,1.16,5.5,4.07,2.04,1.6,2.4,1.16,2.02,1,0,2.3,0.68,3.77,0.9,2.71,3.94,5.81,1.26,2.77,0,2.72,0,0,10.67,1.63,0,0,2.51,1.930714286
ENSG00000091640,SPAG7,0.323775136,0.1423926,0.272976568,4.65,1.1,5.42,2.04,1.6,7.21,2.31,4.04,4.01,1.57,3.07,2.03,1.89,1.8,2.71,3.94,2.9,2.53,2.77,0,0.91,1.04,0,3.81,6.52,4.9,3.2,5.02,2.757142857
ENSG00000228653,HNRNPCP7,0.262358415,0.07523236,0.172303784,12.77,24.19,23.04,23.83,30.38,15.23,11.56,31.3,18.06,23.56,23,15.57,25.45,17.96,22.99,24.92,17.43,17.7,5.53,14.94,22.67,15.55,9.84,32,23.63,26.95,33.57,37.62,20.34904762
ENSG00000228661,AC090587.1,0.146972816,0.2089916,0.359347778,102.19,85.76,82.66,121.87,122.32,104.98,116.77,94.92,152.5,93.44,84.32,92.05,88.61,101.45,112.27,130.52,46.47,135.3,49.79,98.2,96.13,173.11,112.49,176.01,154.8,159.22,273.39,150.5,108.2342857
ENSG00000228663,PSMD10P1,1.352620497,0.012353634,0.044326058,26.71,21.99,33.88,43.57,30.38,34.46,37,42.41,35.11,36.91,17.63,35.2,36.76,39.5,17.58,54.44,8.71,61.96,5.53,12.81,17.23,21.77,32.34,57.91,50.51,28.17,28.78,12.54,27.89142857
ENSG00000253948,VPS13B-DT,1.012893699,4.69E-07,1.36E-05,1010.31,666.28,669.41,527.64,570.83,671.55,460.16,487.74,514.68,684.71,528.92,684.29,636.3,426.46,787.22,504.38,955.64,692.92,1330.59,2359,1310.4,3460.16,1482.01,639.27,1170.79,961.47,1352.55,797.64,973.4471429
ENSG00000228668,TRGV5P,0.867761395,6.55E-05,0.000698777,11.61,8.8,12.2,2.72,2.4,7.21,2.31,8.08,3.01,3.93,6.9,2.03,7.54,8.08,20.29,3.94,30.5,12.64,33.2,21.35,16.32,12.44,14.06,6.86,9.78,8.57,9.59,26.34,11.6452381
ENSG00000091651,ORC6,0.295576758,0.190974002,0.33701485,17.42,16.49,12.2,11.57,16.79,16.03,11.56,11.11,19.06,11.78,16.1,12.18,14.14,17.96,22.99,13.77,23.24,6.32,33.2,17.08,16.32,11.4,11.25,12.19,13.04,4.9,3.2,22.57,15.01119048
ENSG00000228686,AL590723.1,1.512832639,2.10E-11,4.37E-09,5.81,6.6,8.13,4.08,5.6,5.61,10.41,5.05,3.01,4.71,4.6,4.74,5.66,4.49,4.06,3.28,5.81,2.53,5.53,19.21,9.98,2.07,7.03,10.67,4.07,7.35,3.2,1.25,5.972380952
ENSG00000228695,CES1P1,0.105231099,0.524066268,0.674113613,6.97,6.6,9.49,4.08,11.99,8.82,13.87,10.1,11.04,3.93,5.37,7.45,4.71,4.49,4.06,8.53,2.9,0,2.77,2.13,1.81,2.07,0,3.05,6.52,3.67,0,1.25,5.277857143
ENSG00000228705,LINC00659,0.081235947,0.871495006,0.92486357,11.61,10.99,21.68,8.85,11.99,12.02,26.59,10.1,6.02,10.21,10.73,5.41,11.31,12.57,12.17,13.77,5.81,29.08,19.36,51.24,7.25,23.84,39.37,20.57,13.85,13.47,70.35,20.07,16.09190476
ENSG00000228719,AL022313.2,0.090610073,0.491721572,0.646126893,1.16,2.2,5.42,2.04,3.2,3.21,1.16,3.03,2.01,2.36,4.6,5.41,4.71,1.8,8.12,5.9,4.36,0,5.53,4.27,1.81,1.04,4.22,3.05,4.07,3.67,1.6,5.02,3.355714286
ENSG00000228727,SAPCD1,0.177351087,0.01455255,0.050201352,1.16,3.3,1.36,0.68,0,0.8,0,0,0,0,0.77,0,0.94,0,0,0,4.36,1.26,8.3,2.13,5.44,0,2.81,0,1.63,0,3.2,5.02,1.542857143
ENSG00000169439,SDC2,0.006446555,0.968555966,0.982478988,10.45,4.4,4.07,2.04,9.59,5.61,4.62,8.08,5.02,7.07,8.43,6.09,5.66,10.77,21.64,7.21,20.33,7.59,71.92,21.35,21.76,23.84,5.62,5.33,9.78,17.15,3.2,20.07,14.68238095
ENSG00000228779,Z69666.1,0.35005821,0.104327433,0.218412141,2.32,4.4,1.36,0.68,5.6,6.41,8.09,8.08,2.01,2.36,3.83,4.06,3.77,6.28,6.76,5.9,4.36,1.26,5.53,2.13,4.53,5.18,5.62,0.76,5.7,4.9,0,10.03,4.278095238
ENSG00000228817,BACH1-IT2,0.971446702,0.068429438,0.160769535,2.32,2.2,2.71,6.13,3.2,4.01,2.31,4.04,4.01,7.07,3.07,2.03,3.77,2.69,1.35,1.97,4.36,6.32,0,8.54,4.53,4.15,8.44,8.38,2.44,0,6.4,0,3.489047619
ENSG00000228839,PIK3IP1-AS1,0.721191755,1.42E-05,0.000204621,16.26,6.6,9.49,8.85,10.39,4.81,23.12,11.11,11.04,14.13,11.5,4.74,11.31,4.49,6.76,9.84,15.98,7.59,11.07,2.13,3.63,8.29,2.81,16.76,12.22,3.67,1.6,10.03,10.15809524
ENSG00000228857,AC104653.1,0.377982262,0.010114816,0.03800361,3.48,2.2,0,1.36,3.2,0,0,3.03,3.01,0.79,0.77,2.03,2.83,2.69,1.35,1.31,1.45,0,0,0,0,1.04,2.81,4.57,4.07,0,0,1.25,1.608095238
ENSG00000228863,AL121985.1,0.58897061,0.052992059,0.132890399,10.45,3.3,4.07,1.36,8.79,4.81,2.31,12.12,13.04,4.71,3.07,3.38,4.71,1.8,5.41,3.28,0,2.53,0,0,4.53,1.04,1.41,8.38,10.59,0,1.6,1.25,3.905238095
ENSG00000253954,HMGN1P38,0.210093183,0.413331461,0.577462004,4.65,12.09,0,10.89,11.99,0,0,161.57,5.02,6.28,0.77,3.38,4.71,0,0,1.31,5.81,1.26,13.83,0,6.35,47.68,4.22,0.76,2.44,6.12,0,18.81,9.577857143
ENSG00000228886,AL138963.1,1.640281068,0.001866579,0.010049676,0,1.1,1.36,0,0,0,2.31,0,1,0.79,1.53,0.68,0.94,0,1.35,0,10.17,0,8.3,0,0.91,1.04,1.41,2.29,0.81,1.22,1.6,2.51,1.673333333
ENSG00000228887,EEF1DP1,0.27596862,0.207714575,0.357773107,3350.28,3283.03,3272.54,3291.11,3618.45,2726.26,2899.67,2526.56,2077.78,3390.59,3563.67,3507.42,3458.65,4145.17,2657.88,2447.76,4830.47,3001.83,4608.64,3761.6,5977.98,3716.2,4478.36,1945.24,2342.4,2365.1,2706.7,2251.2,3535.082857
ENSG00000228889,UBAC2-AS1,3.904233623,1.73E-13,1.04E-10,10.45,5.5,10.84,9.53,3.2,8.01,4.62,8.08,4.01,5.5,2.3,8.8,14.14,9.88,14.88,9.84,8.71,11.38,11.07,6.4,8.16,2.07,5.62,15.24,10.59,4.9,6.4,15.05,7.299047619
ENSG00000091844,RGS17,0.37964292,0.285690972,0.448796066,3.48,1.1,1.36,0.68,0,3.21,5.78,3.03,1,3.14,2.3,0,2.83,0,1.35,1.97,1.45,1.26,2.77,0,0,3.11,2.81,4.57,0.81,2.45,6.4,7.52,2.282857143
ENSG00000169446,MMGT1,1.088216853,0.008923573,0.034551172,56.9,59.37,62.33,55.15,72.75,43.27,47.4,72.71,115.38,76.17,54.42,59.56,43.36,57.46,66.28,73.46,17.43,116.33,33.2,125.96,18.14,73.6,85.77,78.48,79.85,73.49,81.54,18.81,57.98880952
ENSG00000253955,AC008663.2,1.035124393,7.66E-05,0.000791573,3755.56,4003.19,5811.98,3240.05,4123.72,3650.24,4191.12,3149.62,2665.7,3343.48,4959.54,4280.38,3417.17,5007.96,3156.99,2914.75,6075.13,4289.05,6055.41,6780.27,7176.84,4037.54,5832.42,2919.77,4728.79,4886.98,3418.15,2924.68,4605.617619
ENSG00000228923,AP000355.1,0.83429608,9.74E-06,0.000151419,3.48,3.3,4.07,0,2.4,1.6,2.31,1.01,2.01,1.57,1.53,1.35,0.94,1.8,0,3.94,0,3.79,0,0,2.72,6.22,1.41,3.05,2.44,2.45,1.6,0,2.463571429
ENSG00000228939,AKT3-IT1,0.284326913,0.006138692,0.025754903,19.74,31.88,42.01,30.64,22.39,21.64,20.81,42.41,23.08,29.05,25.3,24.37,33.94,22.45,37.87,33.45,17.43,18.97,66.39,40.56,18.14,45.61,33.75,26.67,45.63,50.22,20.78,60.2,32.42666667
ENSG00000228943,AL137792.2,0.624435735,0.043322298,0.114624045,4.65,4.4,10.84,4.08,1.6,8.01,9.25,2.02,9.03,3.14,4.6,4.74,0.94,3.59,6.76,5.9,1.45,1.26,8.3,4.27,6.35,14.51,12.65,6.1,3.26,9.8,30.38,8.78,6.327380952
ENSG00000253958,CLDN23,0.485094345,0.000664002,0.004416163,210.19,181.41,188.36,235.57,175.89,225.99,212.74,139.35,205.67,150.76,171.71,228.77,209.27,216.37,124.44,176.43,193.16,137.83,215.77,59.78,193.16,192.81,75.93,156.96,162.13,211.89,153.48,185.61,183.3957143
ENSG00000228981,AC097658.2,0.636055612,0.011463277,0.041878609,3.48,0,0,0,1.6,1.6,2.31,0,4.01,0,0.77,0.68,0.94,0.9,0,1.31,0,0,0,0,3.63,1.04,0,0.76,0,0,1.6,7.52,0.934047619
ENSG00000229000,SEPTIN7P8,0.285044008,0.020906764,0.066244143,1.16,0,0,0,0,0,1.16,0,0,0,0,0.68,0,0,0,0.66,0,0,5.53,151.57,0.91,3.11,56.24,0.76,0,1.22,0,0,5.936428571
ENSG00000229001,ACTBP14,0.986469027,0.005231726,0.022796514,418.06,279.27,456.67,455.47,424.52,988.09,426.63,600.84,636.08,570.86,1411.21,323.53,546.75,369.9,530.22,507.65,1202.54,453.94,177.04,5390.48,217.64,163.78,786,597.36,628.98,614.85,204.64,398.82,575.7709524
ENSG00000229017,LINC01277,0.428757329,0.001881293,0.010112097,0,0,1.36,4.77,0.8,0.8,2.31,1.01,0,0.79,0,1.35,1.89,0.9,0,0,1.45,0,2.77,0,0,0,0,1.52,4.89,0,0,0,1.053571429
ENSG00000091947,TMEM101,0.273014064,0.055782227,0.138112095,10.45,4.4,13.55,7.49,10.39,8.01,10.41,5.05,5.02,8.64,1.53,6.77,11.31,14.36,5.41,9.18,7.26,7.59,5.53,10.67,4.53,2.07,0,3.05,7.33,2.45,4.8,3.76,7.221904762
ENSG00000229036,VDAC1P8,0.200661076,0.270208258,0.431689501,10.45,16.49,24.39,10.21,8.79,18.43,9.25,13.13,18.06,14.92,6.9,19.63,10.37,17.06,36.52,31.48,27.59,26.55,52.56,36.29,24.49,30.06,49.21,41.15,29.33,23.27,31.98,42.64,25.40404762
ENSG00000229052,AL449283.1,0.062747,0.674291783,0.790942971,0,2.2,2.71,4.77,4,5.61,3.47,3.03,4.01,6.28,4.6,2.03,4.71,1.8,2.71,3.28,1.45,0,0,0,2.72,3.11,0,3.81,3.26,1.22,0,2.51,2.326904762
ENSG00000253980,AC010609.1,0.236919904,0.0191885,0.062046994,44.13,62.67,33.88,51.06,42.37,49.68,43.93,43.42,49.16,52.61,59.79,75.81,65.99,47.58,51.4,31.48,122,83.45,105.12,42.7,107.92,54.94,99.83,47.24,86.36,45.32,65.55,173.07,72.79
ENSG00000091972,CD200,0.255030501,0.062906293,0.15135596,33.68,34.08,21.68,22.47,15.99,28.85,24.28,26.26,23.08,27.48,23,29.1,22.62,16.16,17.58,22.3,24.69,39.2,13.83,36.29,19.04,36.28,9.84,18.29,25.26,29.4,20.78,36.37,23.42261905
ENSG00000229056,HECW2-AS1,0.167503841,0.577202604,0.717438943,116.13,134.14,104.34,142.97,154.3,110.59,108.68,112.09,169.55,207.3,100.42,140.11,153.65,182.25,206.95,152.17,203.33,150.47,182.58,121.69,192.25,80.85,119.52,142.48,127.1,77.16,73.54,426.41,150.2838095
ENSG00000229093,OR51AB1P,0.430461177,0.259716911,0.420068042,2.32,0,0,0.68,1.6,1.6,1.16,3.03,3.01,3.14,0,0.68,1.89,0,1.35,0.66,2.9,10.12,0,4.27,0.91,4.15,0,3.05,1.63,2.45,0,3.76,1.907142857
ENSG00000229106,BTBD6P1,-1.67789095,0.013721272,0.048003016,128.9,86.86,105.7,91.23,101.53,148.25,89.03,79.78,96.31,124.07,107.32,100.17,68.81,110.43,94.68,91.17,110.38,203.58,94.05,157.98,128.77,178.29,75.93,99.05,114.88,90.64,321.35,77.76,113.6940476
